Target	TCGA_E2_A10E_01A_21R_A10J_07	TCGA_D8_A1JB_01A_11R_A13Q_07	TCGA_AR_A5QN_01A_12R_A28M_07	TCGA_LL_A50Y_01A_11R_A266_07	TCGA_B6_A0I5_01A_11R_A034_07	TCGA_D8_A141_01A_11R_A115_07	TCGA_E2_A14Q_01A_11R_A12D_07	TCGA_B6_A0I8_01A_11R_A034_07	TCGA_AC_A3HN_01A_11R_A213_07	TCGA_A2_A04V_01A_21R_A034_07	TCGA_A2_A1FW_01A_11R_A13Q_07	TCGA_C8_A12U_01A_11R_A115_07	TCGA_EW_A1PC_01B_11R_A21T_07	TCGA_5T_A9QA_01A_11R_A41B_07	TCGA_AN_A0AJ_01A_11R_A00Z_07	TCGA_A2_A04R_01A_41R_A109_07	TCGA_AR_A0TV_01A_21R_A084_07	TCGA_A8_A09R_01A_11R_A00Z_07	TCGA_E2_A1L7_01A_11R_A144_07	TCGA_BH_A42T_01A_11R_A24H_07
PIGV	9.675957033	10.25856603	9.612868497	10.90162116	10.65194861	10.06743436	10.09143539	10.09143539	9.495855027	10.62296694	11.1842555	11.30833903	9.751544059	10.40514146	9.019590728	9.828136484	10.84784036	10.03479896	9.337621902	9.398743692
PTPRU	8.977279923	11.59152235	10.94763694	8.804131021	11.29462075	10.41785251	10.45635442	13.15560884	10.45429929	10.17242751	10.69522829	10.99435344	12.20426546	9.368506462	9.652844973	10.85096815	10.57553925	10.94909716	11.67991988	10.41256985
SNRNP40	10.12153352	10.97799537	10.56319627	11.25797706	10.61470984	11.04916787	10.99788513	10.76735685	10.2737956	11.58355293	10.90162116	11.48984796	11.15734694	11.39981196	11.05052891	10.72792045	11.81458247	10.76735685	11.69392249	11.01611184
RIMBP2	3.700439718	4.584962501	6.375039431	2	0	3.459431619	3.906890596	2.584962501	4.392317423	5.392317423	2.584962501	0	5.129283017	2.584962501	5.169925001	5.857980995	2.584962501	7.366322214	2.807354922	2.321928095
COL11A1	12.89159386	9.37721053	10.85252951	11.75739001	12.34429591	16.05725141	11.50581155	11.87766757	14.2848241	14.78887124	11.27029533	9.440869168	14.28792877	8.588714636	13.57305541	13.08597031	10.53430288	15.38218494	12.08679969	13.01070293
QSER1	11.76735685	11.74819285	10.80735492	10.2632692	11.02652344	11.53235593	11.29920802	11.70520038	11.43201985	10.88950396	13.10131915	12.46938744	11.60686784	11.13185696	12.07848442	11.70476824	10.95782756	12.08613623	12.42940674	10.29462075
MPC1	10.22520744	10.2911707	10.68737568	10.87574935	10.47065887	9.921840937	10.83289001	10.04575966	10.22400167	9.749869427	9.413627929	10.15228484	9.885696373	10.28077077	10.17741954	9.826548487	10.58965115	9.162391329	10.74483384	10.64745843
ACAA1	11.12863881	10.52943055	11.06608919	11.96470186	11.57222651	11.3885555	11.31514956	10.99293834	11.51520703	11.01680829	10.18982456	10.94251451	10.38801729	11.04302728	10.49485558	10.38046107	11.20089861	10.77396337	10.58214198	10.3858624
BCAT1	9.874981348	7.936637939	8.894817763	8.921840937	8.894817763	11.60733031	7.864186145	9.084808388	10.48280796	10.58025857	9.273795599	8.807354922	7.994353437	8.717676423	10.46454575	9.575539247	10.18239435	10.92035286	9.271463028	8.204571144
HDAC7	12.00457162	11.93553341	12.5028318	12.70455212	12.24049322	12.14942959	12.01854794	12.19844504	13.07981809	12.71810471	12.35176744	10.56890615	11.64835758	11.96650545	11.35645197	11.98370619	11.6379833	11.97118427	11.91587938	13.21143206
LZTS1	9.074141463	10.00982862	9.529430554	8.864186145	9.802516365	10.77396337	9.616548844	9.527477006	10.50481899	9.766528909	8.266786541	8.813781191	7.900866808	8.092757141	8.262094845	9.878050913	8.813781191	9.317412614	9.804131021	8.761551232
PRDM6	7.159871337	6.50779464	6.14974712	6.209453366	7.50779464	8.968666793	6.857980995	7.864186145	8.379378367	8.243173983	6.266786541	4.087462841	6.965784285	4.169925001	8.8008999	7.011227255	5.087462841	7.761551232	10.033423	7.569855608
WNT8A	0	2	0	2	0	0	0	0	0	3.169925001	1	1	0	0	1	0	0	0	1	1
SPAG4	7.451211112	6.87036472	7.894817763	8.499845887	10.21067134	7.636624621	7.523561956	9.139551352	6.62935662	6.794415866	7.900866808	9.930737338	8.948367232	8.665335917	9.616548844	7.820178962	7.21916852	8.900866808	6.539158811	7.400879436
NCKAP1	13.62044895	13.66655689	13.44901964	12.02997735	12.62342429	13.36495538	13.33901487	13.64058388	13.3422136	13.16002897	13.45043803	12.87958325	12.93442804	13.24748253	12.357552	13.77190208	13.35383602	13.95746485	13.0869655	12.86805085
MRPS35	12.02928723	11.68079903	12.05154884	12.04610085	12.1283166	11.72792045	11.27670602	12.19321732	11.55026581	11.71938882	11.98655315	11.06339508	12.97674311	12.69326914	13.27496047	11.93036775	11.73766986	11.71209705	11.93479659	12.20028561
GUCY1B1	8.921840937	9.612868497	9.055282436	7.924812504	9.419960178	10.31174832	9.731319031	9.192292814	9.622051819	9.299208018	9.353146825	11.09934781	9.100662339	7.209453366	10.32418055	9.461479447	8.588714636	9.485829309	8.73470962	8.511752654
SFSWAP	11.27903014	11.18177344	11.74441341	11.60594244	11.05866825	11.14146856	11.20028561	10.96506276	11.56224242	11.57790084	11.31684718	11.14974712	12.66021879	11.6183855	11.23840474	11.82773965	11.36303963	10.86573327	10.59339112	11.87996608
TNK2	12.18797059	10.90989308	12.10394343	13.43775207	11.80372753	11.72494012	11.71767642	11.94544384	12.65620138	12.37964912	11.56271943	10.82177398	11.80574387	12.60917874	11.86263736	11.84156435	12.63344937	11.64790807	12.71746223	13.98788573
MON2	11.87036472	12.26766454	11.8622499	10.81137469	10.51569984	11.5674808	11.42992974	12.19321732	11.86418614	11.09209641	12.47750532	13.19337135	10.88950396	11.63072216	11.68343329	11.57695666	11.49085088	11.73343908	10.99152185	10.78545247
CDH3	9.413627929	11.65015421	10.99364606	7.50779464	11.88950396	9.409390936	11.50878516	8.665335917	10.17866485	10.58120058	10.51963625	7.707359132	11.85642553	10.41151099	9.584962501	9.696967526	8.832890014	10.40194612	8.965784285	10.42836017
ARSF	1.584962501	2	2	2.321928095	1	2.321928095	1.584962501	0	2	0	0	0	0	0	1	1.584962501	1.584962501	1	1.584962501	1
GPBP1	12.97208231	12.60200286	12.92221272	12.65082737	12.11666886	12.21765483	12.91083008	13.05629901	12.69348696	12.91960824	12.90199819	12.7807448	12.83683936	12.59058705	13.25930192	13.03806162	12.23302043	12.76673594	12.15797845	12.71810471
DGAT2	10.23720996	7.055282436	11.43879185	8.523561956	9.548821908	8.194756854	8.252665432	9.038918989	9.754887502	8.573647187	9.927777962	9.071462363	10.49785184	8.924812504	8.209453366	7.294620749	7.614709844	8.839203788	9.346513733	12.13378441
ZNF112	8.515699838	8.164906927	8.409390936	7.636624621	7.21916852	8.417852515	8.370687407	7.285402219	8.124121312	8.375039431	8.912889336	8.204571144	8.108524457	8.761551232	8.596189756	8.965784285	8.243173983	8.430452552	8.383704292	8.194756854
CS	13.15560884	12.78790256	12.76818432	12.64069684	12.94196459	13.30591924	13.01889562	12.99735593	12.88130519	12.8494051	13.5137276	12.96108789	12.63367641	12.68035952	13.53527538	13.37422443	13.3274123	12.9403136	13.10966744	13.08397787
LTK	4.459431619	4.247927513	4.700439718	5.857980995	3.584962501	4.523561956	3.321928095	3.459431619	4.321928095	3.459431619	9.665335917	4.247927513	4.247927513	5.64385619	4.523561956	3.584962501	4.247927513	3.906890596	3.459431619	3.700439718
MRPS24	2.807354922	2.321928095	3.459431619	3	3.459431619	3.321928095	3.169925001	3.321928095	3.321928095	3.906890596	3.459431619	2.321928095	3.321928095	2.584962501	3.584962501	3.321928095	3.807354922	3.459431619	3.584962501	3.584962501
ELMO2	11.79319686	11.99435344	11.26795708	11.04439412	11.24792751	11.39553414	11.47725232	12.75070699	11.28771238	11.24970606	11.97656412	11.57222651	11.48934624	11.59105477	11.82217246	11.65060302	12.05494342	12.19198451	11.32418055	10.84077792
WAPL	12.53697567	12.20884399	12.1049263	11.61240779	11.32923574	12.13923157	12.36823361	11.90463462	12.08514046	12.40087944	12.87632509	11.36303963	11.68562484	12.07714952	12.11374217	12.4601999	11.61562964	12.02132703	11.83011903	11.52747701
VMP1	14.57760585	14.06373212	13.83772647	13.21036695	12.93295289	13.58437535	12.96758653	13.42770568	13.7874945	13.06877828	15.61778311	14.18526261	14.6240529	13.64925618	12.74861218	14.16270602	13.20914871	14.12678512	12.93663794	15.68526894
APPBP2	11.87421293	12.35810171	11.67375074	11.11309098	10.25029842	11.34928123	11.49585503	12.37910757	11.65776504	11.32755264	13.79735756	13.11650642	11.77231457	11.72238064	11.47116713	12.77540452	11.90425828	12.72494012	11.65865779	11.51766939
POLD1	9.620219826	8.900866808	10.30947635	10.25502857	8.721099189	9.674192268	10.95782756	8.636624621	9.968666793	9.631177056	8.933690655	9.710806434	11.26678654	10.39553414	10.42311591	10.2737956	10.0768156	9.802516365	10.52943055	11.75863964
SEZ6	3.321928095	2.321928095	2	2	0	2.584962501	1.584962501	4	4.95419631	2.321928095	3.584962501	2.807354922	5.672425342	3.321928095	2	2.807354922	1	11.49635449	11.56128795	3
EIF4B	13.90801726	14.2145468	13.50021946	13.59409129	14.21901722	14.26598124	14.00693964	14.53667219	14.17664067	14.63719089	14.61545722	12.98334993	13.27743271	13.83979429	14.56932162	14.05367139	14.07137856	13.72430067	13.76994113	14.59011917
SLC6A16	5.807354922	6.658211483	5.426264755	5.392317423	5	6.247927513	5.754887502	5.169925001	5.357552005	4.906890596	3.169925001	4.95419631	6.491853096	6.392317423	6.108524457	3.807354922	8.957102042	4.700439718	4.584962501	5.044394119
BICRA	10.04575966	9.682994584	10.03479896	10.2632692	10.13442632	9.675957033	10.10459875	10.63753055	10.16741815	10.02928723	9.906890596	10.23959853	9.642051693	10.12153352	9.375039431	10.39874369	9.707359132	9.964340868	10.02236781	10.40832974
SPHK2	9.481799432	8.599912842	9.398743692	9.851749041	8.233619677	9.038918989	9.162391329	9.13442632	9.816983623	8.744833837	8.027905997	9.041659152	8.982993575	10.24198315	8.816983623	9.142107057	9.971543554	9.273795599	9.121533517	10.57931594
RPL18	14.27226527	14.95274125	14.91788484	15.90465814	16.07424601	14.63282484	15.00698345	14.2848241	15.19641002	15.82227206	13.48242984	14.45198378	14.54478336	15.18185107	14.74362478	14.48198858	14.66389161	13.79644526	14.95274125	15.5533893
CA11	7.882643049	7.584962501	7.209453366	11.51816136	8.375039431	6.672425342	7.400879436	6.087462841	9.656424863	8.810571635	8.611024797	8.13442632	9.233619677	7.247927513	7.357552005	7.14974712	10.32755264	9.055282436	7.033423002	6.442943496
ISOC2	10.77478706	10.38370429	11.29691621	12.38073161	11.59572369	10.84392105	13.11064643	10.49285462	11.06743436	10.83999107	10.38909352	11.78545247	11.22580994	11.92592526	10.85096815	10.94471206	11.06474276	10.79928162	10.8864587	12.54713553
U2AF2	12.66333572	12.42101286	13.27496047	13.17430154	13.18549492	12.8847429	13.60709909	12.87190524	13.0164601	13.34415718	12.574357	13.1361901	13.27131712	13.61206217	13.19121347	13.22641219	13.74315139	13.06877828	13.75258972	14.27226527
EPN1	12.07112712	12.03307881	12.76279726	13.24272754	12.44268437	12.30406606	14.16828037	11.99859043	12.85934065	12.34983409	11.10721708	12.54109662	12.23092109	13.16317792	12.42678889	12.57908018	12.71574754	12.19198451	13.09819661	13.57955165
MED29	11.90463462	12.18518517	12.11894107	12.13506795	12.37503943	11.83249448	13.48394171	12.17586138	12.01680829	12.41283444	12.05494342	12.48884435	11.95891516	12.36221782	11.96000193	12.18487534	12.47319838	12.01367161	12.60917874	12.32839444
AHRR	2.807354922	3.169925001	2	0	2.807354922	1	2.584962501	5.614709844	2	3	3.584962501	2.321928095	5.044394119	0	1.584962501	1.584962501	3.459431619	2	2.807354922	2.321928095
GSC2	0	0	0	0	0	1	0	0	0	1.584962501	0	2.807354922	0	0	0	0	1	0	0	0
ZNF275	11.18053081	10.8963324	10.72280753	9.491853096	9.682994584	10.30606169	10.70994538	11.40779885	10.4655664	9.829722735	10.29347165	10.30378075	10.58120058	9.558420713	9.544964433	10.32642949	11.05392588	10.86108691	9.438791853	10.19721669
MTMR1	11.56128795	12.13089227	11.48984796	10.4314976	10.99223026	10.73301532	10.9076418	11.57695666	11.23302043	11.12282799	11.87958325	9.761551232	11.7883105	10.13699111	11.39124359	11.08015131	11.58590145	11.56128795	10.74146699	11.40354468
GPC1	12.17648485	10.94544384	12.77066389	12.28742381	12.65575431	12.69283342	12.31203206	11.67375074	12.20426546	12.33706434	11.96325736	12.83802206	12.42048661	11.18611424	10.85330956	12.36139553	10.85720347	11.7874945	12.30663136	13.47370575
ADCK1	9.126704473	9.442943496	8.422064766	10.05934446	9.625708843	8.686500527	9.21916852	8.113742166	8.558420713	8.271463028	8.184875343	9.573647187	9.204571144	10.14974712	8.962896005	9.019590728	8.13442632	8.400879436	7.569855608	9.076815597
HAGH	10.39016896	10.49085088	11.3858624	12.40567333	12.08978149	10.36194377	11.39553414	11.82654849	10.69696753	12.12863881	10.30720081	11.73428623	10.87728413	11.31741261	10.89026428	12.29174628	12.37666806	11.19967234	9.533329732	11.80574387
RNF4	12.11569395	12.04234338	11.6617781	11.83526092	11.68035952	12.15797845	12.36139553	11.79603961	11.93369065	12.08148344	11.945078	12.79563384	11.38316426	12.39927792	12.70195618	12.24584977	12.28828934	12.13121391	12.50828999	12.34429591
CASP8	10.12928302	10.90914305	10.93369065	10.49984589	10.26795708	11.03066714	10.47573343	9.424166289	10.05663772	10.24792751	10.24436384	10.87036472	10.50779464	9.758223215	9.824958741	9.920352855	10.33539035	10.68387187	10.45943162	10.26795708
LIMCH1	13.67364034	11.29462075	11.42731284	11.88149638	10.67242534	12.19044202	12.33873638	12.27699674	13.18827975	9.988684687	11.91475884	7.554588852	11.28598011	7.098032083	10.61654884	9.71596199	8.276124405	12.16804527	11.70173964	11.45789384
INTS13	10.20701432	9.903881846	9.744833837	9.997179481	10.85953479	10.58871464	9.975847968	10.35974956	9.840777924	10.712527	10.09803208	9.918863237	11.69130733	10.92332749	11.76445696	10.19967234	10.59058705	10.00982862	10.56414949	10.17367714
TM7SF3	11.82495874	12.00702727	12.18177344	11.95564991	10.77561028	11.33427329	11.22821744	12.50729912	11.32979634	10.6183855	11.72792045	10.49984589	12.83506349	12.35562639	12.36741475	11.14210706	11.69740201	11.86689253	11.57742883	11.85992297
DLX3	8.463524373	8.768184325	5.129283017	9.079484784	7.826548487	7.741466986	6.845490051	10.14338321	7.383704292	5.357552005	9.364134655	9.321928095	9.396604781	8.807354922	8.991521846	7.813781191	1.584962501	7.714245518	5.459431619	9.167418146
SPA17	7.857980995	7.375039431	8.139551352	7.686500527	9.005624549	8.584962501	8.939579214	7.434628228	7.483815777	7.257387843	6.108524457	9.296916207	7.700439718	7.17990909	8.451211112	7.076815597	8.515699838	7.77478706	7.754887502	7.375039431
TSPAN32	4.754887502	5.426264755	5.285402219	6.22881869	4.584962501	6.614709844	4.392317423	4.392317423	6.209453366	6.129283017	5.087462841	6.303780748	5.491853096	0	5.700439718	3.584962501	5.491853096	5.554588852	6.303780748	6.965784285
CCN5	6.807354922	8.74819285	10.32642949	9.144658243	10.48784003	12.04848687	9.019590728	8.184875343	10.08878824	12.2974895	9.344295908	6.321928095	6.022367813	12.48834228	8.912889336	9.54303182	8.654636029	10.63390341	9.949826711	12.61263816
DMRT3	4.906890596	4.392317423	5.614709844	4.087462841	4.584962501	5.857980995	3.906890596	4.459431619	5.285402219	5.321928095	5.247927513	5.754887502	6.741466986	7.882643049	4.087462841	4.807354922	4.321928095	4.247927513	4.523561956	5.459431619
ST3GAL6	8.535275377	8.491853096	7.813781191	9.06608919	7.607330314	8.539158811	7.21916852	7.499845887	8.46760555	8.033423002	6.794415866	6.820178962	6.700439718	7.539158811	7.721099189	7.554588852	7.554588852	8.21916852	7.17990909	8.581200582
ATP2C2	10.65731845	8.939579214	9	8.985841937	7.857980995	6.426264755	7.845490051	9.991521846	9.400879436	9.52160044	11.55794229	9.982993575	10.12541347	10.33539035	9.776433032	10.215533	10.39339046	10.73724734	5.285402219	8.531381461
NGFR	7.832890014	10.75988818	9.945443836	7.948367232	11.0313566	10.38370429	9.949826711	8.471675214	10.47876962	8.499845887	8.906890596	6.285402219	6.06608919	6.129283017	8.366322214	8.238404739	6.321928095	6.022367813	9.21916852	8.092757141
CDON	10.54206454	9.896332404	10.03066714	9.074141463	9.943979914	8.921840937	10.54206454	10.36522885	10.03066714	10.60177079	11.08746284	7.539158811	9.50779464	9.583082768	9.292321633	10.89708913	6.392317423	9.057991723	10.26091953	8.672425342
TAF2	11.03479896	11.16113188	11.29691621	9.749869427	10.71596199	11.15101654	10.86495992	11.82813648	10.94544384	11.01471793	12.02583167	11.66888498	11.436191	10.53818893	12.19075065	11.436191	11.43775207	11.60871685	11.68387187	10.39553414
HIPK2	9.784634846	12.09440763	12.00070427	7.727920455	13.26649376	13.4621188	13.42770568	14.06625741	10.95492329	11.82932634	12.23242093	11.13442632	11.09934781	10.54689446	9.961449694	11.86069903	13.30520676	12.96938652	12.99647349	10.93810933
TNPO3	11.96108789	12.0590064	11.68387187	11.04575966	12.19290922	12.0313566	12.06035818	12.45198378	11.79116289	11.96470186	11.43045255	12.05324713	11.83011903	11.29174628	11.70347105	11.73893668	12.39204904	12.13859179	11.38046107	10.97441459
BORCS8-MEF2B	1.584962501	2	1	0	1	0	0	1	1.584962501	1.584962501	1	0	1	1.584962501	1.584962501	2.321928095	0	1.584962501	0	3.169925001
RFXANK	10.4325419	9.493855449	10.36522885	12.0454184	11.73513288	10.44397954	10.93147623	10.29691621	10.4429435	11.36468186	9.632995197	10.76652891	10.67683861	11.53430288	10.14338321	11.09539702	10.71767642	10.28424575	10.64385619	11.79603961
TMEM161A	10.25856603	10.16616308	11.02652344	11.45840661	10.77971936	10.05663772	10.15734694	10.58120058	10.46147945	9.949826711	9.743151394	11.08214904	9.985841937	11.23182118	9.984418459	10.68474862	10.65731845	10.23002044	9.618385502	12.07112712
LPAR2	9.995767151	9.192292814	9.977279923	10.91513245	10.203348	8.918863237	10.31628153	10.00842862	9.523561956	9.612868497	8.854868383	10.53624722	9.54303182	10.92407019	9.321928095	10.23959853	10.05934446	9.768184325	9.982993575	10.99223026
CTSA	11.60501645	12.18332522	12.07079181	12.39874369	13.03994716	12.09671515	11.4604559	13.82744195	12.47497338	11.88950396	12.0175044	12.71360131	13.70768267	12.73640193	12.27466934	11.97620609	12.84764464	12.21462269	12.45789384	12.77622739
SUGP2	12.53988579	11.9225844	12.28511319	12.10361566	11.76362735	12.2647358	11.82615121	12.08015131	12.23451809	11.93663794	12.34679072	12.54665335	11.56367296	12.35782688	11.56605404	12.64723355	12.63753055	12.01854794	12.84176089	13.36891564
SLC12A2	13.5258878	12.61470984	12.78606538	12.76756377	11.51323411	10.82336724	14.2816403	13.15339369	13.01122726	12.32164629	14.65480383	13.2812056	11.12476754	11.33147682	12.14656868	11.73851453	9.465566405	13.26839579	11.14720492	10.87113518
SNX24	9.957102042	8.636624621	8.625708843	9.579315938	9.891783703	9.100662339	9.651051691	9.859534786	9.357552005	10.56319627	9.768184325	10.1959873	8.82336724	10.04439412	9.566054038	9.796039609	9.259743264	9.622051819	10.3140167	10.63390341
EYA2	9.816983623	9.269126679	7.894817763	7.523561956	8.451211112	9.554588852	9.398743692	8.330916878	9.348728154	11.92035286	10.94178124	5.554588852	12.1049263	10.42731284	12.86089298	11.67683861	9.487840034	10.06877828	11.81257844	10.73893668
CNN2	12.74020239	12.34983409	13.52979655	12.6105635	13.22641219	13.67010296	13.50171281	11.58590145	13.28727951	12.97853172	11.21735191	10.51274046	11.98726401	13.4621188	12.9403136	11.53673289	11.12023788	12.88130519	12.29059489	12.074476
ABCA7	10.07146236	9.20701432	10.34207467	11.11243951	9.926295995	10.03066714	10.85564717	7.658211483	10.71938882	9.071462363	9	9.517669388	8.807354922	10.00281502	8.842350343	9.787902559	10.01262454	10.49585503	10.04439412	11.20884399
SNCAIP	6.700439718	7.665335917	7.383704292	5.491853096	8.396604781	6.942514505	7.686500527	7.768184325	8.055282436	7.285402219	6.714245518	4.754887502	8.515699838	3	6.906890596	6.832890014	4.754887502	5.459431619	7.076815597	5.95419631
DDX20	10.19721669	10.13699111	9.972979786	10.06339508	10.20579325	10.11374217	9.842350343	9.86727874	10.20579325	10.3553511	10.31854281	9.640244936	10.51175265	10.75572215	10.5137276	9.854868383	10.12799432	9.965784285	10.33873638	10.0768156
BTBD1	11.68650053	12.65351688	11.96794671	11.87843415	11.54158066	11.79197682	11.72792045	11.68299458	11.52209107	11.59105477	11.96181141	12.04200131	10.80251637	11.4943556	11.15545073	11.78012962	11.60037755	12.01541505	12.26268214	11.3553511
FAR2	8.118941073	9.016808288	8	8.103287808	9.957102042	8.569855608	8.005624549	9.047123912	8.826548487	8.422064766	12.91606605	7.159871337	12.65865779	10.42940674	9.436711542	10.36632221	8.413627929	10.35974956	10.56128795	10.06743436
