Target	TCGA_E2_A10E_01A_21R_A10J_07	TCGA_D8_A1JB_01A_11R_A13Q_07	TCGA_AR_A5QN_01A_12R_A28M_07	TCGA_LL_A50Y_01A_11R_A266_07	TCGA_B6_A0I5_01A_11R_A034_07	TCGA_D8_A141_01A_11R_A115_07	TCGA_E2_A14Q_01A_11R_A12D_07	TCGA_B6_A0I8_01A_11R_A034_07	TCGA_AC_A3HN_01A_11R_A213_07	TCGA_A2_A04V_01A_21R_A034_07	TCGA_A2_A1FW_01A_11R_A13Q_07	TCGA_C8_A12U_01A_11R_A115_07	TCGA_EW_A1PC_01B_11R_A21T_07	TCGA_5T_A9QA_01A_11R_A41B_07	TCGA_AN_A0AJ_01A_11R_A00Z_07	TCGA_A2_A04R_01A_41R_A109_07	TCGA_AR_A0TV_01A_21R_A084_07	TCGA_A8_A09R_01A_11R_A00Z_07	TCGA_E2_A1L7_01A_11R_A144_07	TCGA_BH_A42T_01A_11R_A24H_07
KPNA3	11.79197682	11.57837269	11.31967212	10.76404222	11.03617361	11.85135865	11.08347933	10.8008999	11.29863541	11.0313566	11.52943055	10.98726401	11.03204573	10.87651695	11.65194861	10.66888498	10.8864587	11.63344937	11.67021364	10.96650545
FLT1	11.36686859	11.1959873	11.22158712	10.2737956	10.61194694	11.23062093	11.14338321	10.95927751	11.89708913	11.54351522	10.5849625	11.21916852	9.605479518	10.00702727	11.09341756	11.6930513	10.66444728	11.87651695	11.2772874	9.965784285
RGCC	9.301496195	9.527477006	11.1234748	9.816983623	9.436711542	10.63390341	9.388017285	9.197216693	10.29691621	9.64385619	9.20701432	9.100662339	9.853309555	8.405141463	9.52160044	9.453270634	8.968666793	9.357552005	9.319672121	10.63843591
VWA8	12.00702727	10.83209885	10.97656412	10.6617781	11.13378441	11.75028827	11.08347933	10.47065887	11.7198166	10.97297979	11.90839262	10.54592977	9.791162889	10.55842071	10.5028318	9.278449458	10.40726776	11.98513037	9.515699838	10.45532722
DGKH	10.18611424	10.4655664	9.915879379	9.487840034	9.816983623	11.20884399	9.64385619	10.2644426	10.84549005	9.335390355	11.92777796	9.041659152	9.002815016	7.658211483	10.25502857	8.409390936	7.948367232	11.06002035	10.28886607	7.209453366
KATNAL1	9.843921051	10.38694025	9.036173613	8.661778098	9.055282436	10.09143539	9.370687407	9.554588852	9.46760555	10.15481811	10.90162116	9.614709844	10.16867212	8.781359714	9.321928095	10.98726401	10.03479896	10.32418055	10.36959735	9.764871591
INTS6	11.6022349	11.50680344	11.09539702	10.69435789	10.82017896	11.68123841	11.4278366	10.67419227	11.45532722	11.4807902	11.63072216	11.30320995	10.08081753	11.45327063	10.94471206	11.22821744	10.68123841	11.50531536	11.40247917	10.70563239
ACOD1	2	2.321928095	0	0	1	1	0	0	1.584962501	1	0	3	0	1.584962501	4	0	3.459431619	4.321928095	2.321928095	0
DHRS12	8.463524373	8.082149041	8.252665432	9.449148645	8.864186145	7.807354922	7.693486957	7.209453366	8.154818109	8.409390936	8.209453366	7.95419631	6.918863237	8.851749041	7.434628228	7.562242424	6.539158811	7.6794801	7.076815597	9.209453366
MEDAG	6.62935662	6.658211483	10.2737956	7.294620749	7.851749041	9.83447105	7.515699838	8.027905997	8.426264755	9.499845887	7.285402219	6.988684687	5.727920455	5	7.199672345	8.194756854	7.515699838	6.22881869	7.562242424	7.988684687
TSC22D1	14.28792877	14.31684718	14.12137163	13.25871324	12.67485431	13.83979429	13.67893019	12.44449729	13.45043803	13.35576402	13.01837407	12.63866217	12.53649007	12.39473063	12.76590764	12.73893668	12.27262978	13.67010296	13.56831243	13.85642553
CLN5	9.654636029	9.079484784	8.339850003	9.511752654	8.909893084	8.888743249	8.861086906	8.344295908	8.930737338	8.885696373	8.727920455	7.851749041	7.531381461	9.73470962	8.471675214	8.885696373	8.539158811	8.577428828	8.055282436	8.839203788
OLFM4	5.930737338	8.459431619	2.321928095	2.321928095	4.321928095	5.727920455	6.781359714	8.124121312	8.076815597	2	7.022367813	2	6.894817763	12.0115767	0	8.159871337	1	2.584962501	9.224001674	2.321928095
MSLN	3.169925001	5.426264755	5.321928095	5	4.906890596	3.584962501	5.392317423	2.321928095	5.426264755	3.807354922	2	3.169925001	5.169925001	4.459431619	5.321928095	0	8.900866808	3.321928095	2.321928095	4.321928095
MGRN1	12.11113567	12.34401844	12.71510401	12.30406606	13.24748253	13.1223427	12.76673594	12.50034397	12.47116713	12.45866293	12.00140819	13.39446269	11.18549492	12.19444908	11.90651484	12.34485068	12.57837269	12.12282799	11.63390341	12.74104558
ZNF629	10.46760555	10.85720347	10.96578428	11.88226093	11.99506047	11.62707784	12.074476	11.97906787	11.51619248	12.20792945	11.8419574	10.98655315	10.97441459	11.58214198	11.74062404	11.47775827	11.87190524	11.24614677	11.37177664	11.48683502
TRADD	9.573647187	9.656424863	9.972979786	10.72109919	9.407267764	9.459431619	9.299208018	8.710806434	9.688250309	8.933690655	8.965784285	10.72109919	9.832890014	10.4252159	9.335390355	9.221587121	9.139551352	9.424166289	9.147204925	10.80170836
HSF4	7.693486957	7.330916878	8.885696373	10.1959873	8.016808288	7.721099189	7.936637939	7.531381461	8.409390936	7.321928095	8.434628228	9.599912842	9.236014192	9.315149562	7.46760555	8.038918989	7.74819285	7.375039431	7.303780748	9.645658432
CORO1A	9.952741247	11.6329952	10.34872815	12.55098721	11.20089861	12.71617641	9.792790294	8.930737338	11.78176951	10.18487534	9.030667136	11.03204573	10.36413466	9.5980525	11.34983409	9.17990909	11.22881869	10.88798213	11.50332886	11.98868469
MAPK3	10.85096815	12.61401961	12.17897601	12.82316818	12.70303839	11.27321281	12.08547246	12.66333572	11.92369888	12.77148947	12.15450169	12.76424961	12.04336911	12.05596023	11.19167615	12.40620501	12.90030079	11.39981196	10.83762793	12.2137118
GDPD3	4.169925001	7.312882955	6.95419631	6.539158811	7	5.247927513	6.06608919	10.14847658	6.129283017	7.417852515	5.285402219	7.577428828	7.607330314	8.787902559	5.044394119	8.113742166	8.6794801	5.832890014	5.781359714	7.294620749
ELMO3	10.55362929	11.23900176	10.43879185	11.64565843	10.87421293	9.038918989	10.60825482	11.13570929	9.876516947	10.00422047	10.72109919	12.08613623	10.19967234	12.21340804	10.53332973	10.43775207	10.37177664	10.58965115	9.622051819	11.64024494
MT4	0	0	0	0	0	0	0	0	0	0	0	0	0	5.459431619	0	0	0	0	0	0
PHKB	11.75739001	12.942881	12.0313566	11.14911199	10.92035286	11.81778312	11.43358544	12.82356627	11.75405237	11.183015	12.96379921	12.20181762	11.47927503	12.08148344	11.14146856	12.15924065	12.03479896	11.91960824	11.33371443	11.24792751
LYRM1	10.169925	10.25029842	10.21916852	10.70735913	11.51520703	10.19475685	10.81858218	10.01680829	9.245552706	10.60269887	10.033423	10.79441587	9.214319121	10.61378946	10.89860139	10.26091953	11.28828934	9.612868497	9.22881869	9.717676423
NUTF2	11.42574042	12.11080953	11.32586758	12.05460432	12.97172316	11.53381639	11.80896417	11.42416629	11.19229281	12.29059489	11.82416321	13.01262454	12.53065018	12.72749507	12.02894204	11.71938882	11.40886044	11.27554256	11.82217246	12.12573633
NUP93	10.59618976	11.35974956	10.6183855	10.82177398	10.73047014	10.98370619	10.69783636	10.99293834	10.50183718	10.75154406	10.98299357	12.43175875	11.99223026	11.66844183	11.26737193	10.87881728	10.54882191	11.04165915	10.81057163	11.06810648
CENPT	8.936637939	9.353146825	9.355351096	10.51569984	9.493855449	9.301496195	8.857980995	8.948367232	9.398743692	9.527477006	9.396604781	10.00842862	10.65463603	10.4252159	9.459431619	9.266786541	9.415741768	8.596189756	9.202123824	10.39767463
TSNAXIP1	6.700439718	5.584962501	6.129283017	8.299208018	7.409390936	6.357552005	6.426264755	6.303780748	6.22881869	5.64385619	5.523561956	7.839203788	6.741466986	7.523561956	7.636624621	5.169925001	6.06608919	5.672425342	5.727920455	7.807354922
NFAT5	10.90914305	11.88988417	10.203348	7.459431619	8.262094845	11.06608919	11.00842862	11.01541505	11.04234338	11.19905882	12.24198315	9.618385502	9.566054038	9.917372079	10.23840474	11.01332267	10.04439412	11.17180229	9.929258409	8.668884984
LONP2	13.84185915	13.16002897	12.2868465	11.94471206	12.36905201	12.49235395	12.70173964	13.64757085	12.40327838	11.91139199	12.74104558	13.15339369	12.12476754	13.28857774	12.033423	12.84176089	11.96000193	12.45763738	12.77458118	12.13795173
N4BP1	12.17710804	12.03754695	12.56938096	11.39767463	10.96578428	11.6617781	11.50382574	12.43201985	11.68650053	10.99576715	11.84666568	11.71596199	11.03891899	11.43358544	11.03960452	11.22821744	10.71767642	11.50382574	10.82892983	10.65731845
CBLN1	4.584962501	3.459431619	6.442943496	5.584962501	4.906890596	4.906890596	5.523561956	4.584962501	5.247927513	3.906890596	3.807354922	1	8.654636029	0	5.672425342	4.584962501	0	6.087462841	10.37068741	4.459431619
ARL2BP	4.807354922	4.584962501	4.321928095	2.807354922	1	4	2.807354922	2	4.087462841	0	2.321928095	5.459431619	1	5	2.807354922	5.209453366	4.807354922	3.459431619	3	5.044394119
PLLP	7.46760555	9.038918989	7.971543554	9.131856961	10.5980525	8.044394119	8.894817763	10.82654849	7.906890596	8.77148947	7.807354922	8.700439718	10.09539702	11.51766939	8.30833903	9.038918989	7.491853096	8.071462363	7.294620749	7.592457037
ZNF423	10.67065625	9.164906927	8.73809226	6.95419631	8.584962501	10.85564717	9.033423002	8.672425342	9.900866808	9.224001674	8.640244936	6.339850003	7.982993575	5.392317423	7.658211483	8.523561956	7.54689446	8.73809226	8.603626345	9.250298418
CCL22	7.965784285	8.985841937	7.098032083	8.980139578	11.05052891	9.818582177	8.721099189	8.357552005	8.45532722	8.724513853	6.426264755	6.894817763	9.717676423	5	8.971543554	6.321928095	8.573647187	9.030667136	8.487840034	9.177419538
DHODH	8.566054038	9.247927513	8.794415866	9.383704292	9.005624549	8.703903573	8.189824559	9.614709844	8.703903573	8.562242424	8.682994584	10.13057056	9.523561956	10.55458885	9.103287808	8.829722735	8.885696373	8.787902559	8.511752654	9.539158811
CCL17	4.392317423	5.044394119	4.906890596	8.184875343	5.285402219	6.129283017	5.044394119	5.491853096	4.754887502	5	3.807354922	4.700439718	5.754887502	1.584962501	6.129283017	3.700439718	6.807354922	3.459431619	7.098032083	5.95419631
CTCF	11.89368074	12.2632692	11.49085088	11.26795708	11.2848241	11.87344411	11.95564991	12.0175044	11.71724801	11.83011903	12.7619667	12.35121532	12.16459272	12.12023788	12.32671036	12.07280253	11.78871833	11.86727874	11.88607758	11.32755264
ACD	9.233619677	9.821773982	9.539158811	10.45121111	9.695228291	9.269126679	9.523561956	8.951284715	9.335390355	9.403012024	10.19475685	10.65194861	10.20089861	10.11113567	9.703903573	9.614709844	9.682994584	9.177419538	10.20701432	10.38262403
POLR2C	11.05460432	11.87190524	11.02306125	10.9505559	10.99647349	10.91662592	11.1692987	12.29920802	11.06743436	11.12153352	11.82694565	12.60153868	11.83605036	12.04405253	11.63526466	11.34207467	11.68956125	11.18920683	11.51175265	11.32811389
PARD6A	7.475733431	7.95419631	8.430452552	8.603626345	8.903881846	6.918863237	8.321928095	7.159871337	7.098032083	7.531381461	8.475733431	7.721099189	9.366322214	10.03479896	8.016808288	8.17990909	8.103287808	7.851749041	9.087462841	8.303780748
ZNF821	7.238404739	7.21916852	6.977279923	7.330916878	5.672425342	6.754887502	7.312882955	8.027905997	6.977279923	7.392317423	9.231221181	7.900866808	7.339850003	7.845490051	7.8008999	7.693486957	7.159871337	7.54689446	6.832890014	6.426264755
MMP15	10.31174832	10.39231742	10.56128795	11.38694025	11.03273453	10.2911707	10.74567432	13.68967045	10.61746747	10.13570929	10.95346896	12.05154884	12.69283342	10.99647349	9.853309555	9.787902559	9.092757141	10.15481811	9.28077077	9.567956075
USB1	10.47978026	11.11113567	10.23002044	10.58683979	10.97513146	11.17430154	10.93663794	10.94397991	10.40939094	10.4767462	10.55650605	12.27583351	11.44604941	10.9505559	10.27029533	10.19844504	10.39767463	10.52747701	10.73386272	10.69957245
CYB5B	11.19537221	12.00386923	11.14847658	11.06743436	11.34318572	11.24911345	11.55650605	10.85330956	11.29576893	11.70087316	11.97297979	12.46199095	11.68781306	13.09209641	11.81297947	11.47573343	11.28540222	11.29576893	11.17367714	11.49485558
CCDC113	9.236014192	10.215533	9.243173983	8.710806434	9.21916852	8.804131021	9.649256178	9.667111542	9	7.924812504	9.041659152	10.77313921	10.09671515	10.06743436	10.01122726	7.727920455	10.06069593	10.05392588	8.447083226	9.469641817
PRSS54	0	2	0	2	0	1.584962501	0	1	1	1	0	1	1.584962501	0	0	0	0	1	0	1
NME3	10.80815977	10.68737568	11.37991982	13.09473751	12.52698821	11.10590851	12.13635034	9.824958741	11.01820018	11.82217246	10.52552081	12.07079181	10.49585503	11.6379833	10.53430288	11.83605036	12.06272077	9.891783703	9.851749041	12.05833003
NDRG4	7.523561956	7.098032083	7.584962501	6.857980995	8.290018847	8.022367813	8.515699838	7.658211483	7.515699838	8.6794801	6.832890014	11.14338321	10.4807902	9.204571144	7.592457037	7.622051819	8.475733431	10.13185696	8.303780748	7.400879436
PSMD7	9.499845887	10.69174352	9.917372079	9.172427509	8.189824559	9.887220615	9.346513733	10.50481899	9.503825738	9.076815597	11.40726776	11.31741261	10.70130646	10.73301532	10.41362793	9.751544059	10.2911707	10.60084211	9.917372079	10.05392588
SETD6	8.918863237	9.321928095	8.554588852	8.479780264	8.97441459	8.665335917	8.693486957	9.509775004	8.741466986	8.781359714	10.25620869	10.55170826	9.731319031	10.58590145	9.722807531	9.319672121	9.584962501	8.86727874	8.689997971	9.057991723
SLC38A7	9.719388821	10.39446269	9.661778098	9.764871591	10.07948478	10.21067134	9.233619677	10.70043972	10.04302728	10.36850646	10.80413102	11.29462075	10.86727874	10.99506047	10.22881869	9.972979786	9.941047606	10.53138146	9.317412614	10.4325419
VAC14	10.22158712	11.32755264	10.58214198	11.05120894	11.02859678	10.98655315	10.73216743	10.7903485	10.96217303	10.5137276	10.9893945	11.51422091	11.30035256	11.31458324	11.05731488	10.45840661	10.82813648	11.34762137	10.857981	11.05120894
HAS3	8.204571144	8.475733431	7.475733431	5.491853096	7.930737338	6.820178962	7.348728154	5.882643049	7.754887502	8.262094845	7.011227255	7.06608919	8.463524373	6.189824559	7.965784285	6.303780748	5.672425342	7.209453366	8.011227255	8.21916852
TANGO6	9.027905997	9.865733271	9.044394119	7.982993575	7.768184325	9.335390355	8.511752654	8.658211483	8.654636029	8.566054038	10.05799172	10.13442632	9.440869168	9.330916878	9.131856961	8.930737338	9.763212367	9.483815777	8.511752654	8.86727874
COG4	10.83209885	11.75447	11.32418055	11.39178061	11.25384748	11.3089078	11.27670602	10.79766153	11.18363538	11.25502857	11.95746485	12.4478581	11.88455213	12.30435132	11.25266543	10.53624722	11.16050175	11.41679753	11.4236412	11.56414949
SMPD3	9.259743264	8.807354922	7.707359132	7.658211483	7.569855608	7.21916852	8.299208018	9.052568051	7.888743249	8.076815597	10.05663772	10.57364719	8.392317423	10.08613623	8.703903573	7.22881869	7.832890014	10.46250227	12.35672706	7.62935662
SLC7A6OS	6.894817763	7.46760555	7.285402219	6.62935662	6.209453366	7.451211112	6.741466986	8.233619677	7.17990909	7	8.348728154	7.577428828	8.092757141	8.82336724	7.599912842	7.948367232	7.64385619	7.665335917	7.46760555	7.64385619
SLC7A6	8.199672345	8.842350343	8.741466986	7.400879436	8.098032083	8.689997971	7.761551232	10.31514956	8.842350343	7.754887502	9.54303182	8.539158811	8.076815597	9.675957033	8.491853096	7.982993575	8.503825738	9.245552706	7.894817763	8.087462841
PLA2G15	9.603626345	10.45327063	9.457380879	10.44086917	9.645658432	10.52258153	9.588714636	10.92035286	10.38046107	9.527477006	10.05663772	9.843921051	10.04028972	11.16490693	9.77478706	9.250298418	9.586839788	10.20212382	9.487840034	10.34207467
ESRP2	11.34651373	11.53867395	11.23122118	11.58120058	11.18363538	10.50481899	11.1792871	12.2848241	10.82972274	11.18611424	12.38613194	11.72451385	11.4943556	12.90858026	11.97727992	11.19660213	11.30492167	11.38100211	10.54399845	11.47015044
FA2H	7.491853096	9.011227255	9.28771238	8.558420713	7.851749041	6	7.894817763	8.098032083	7.442943496	6.044394119	8.326429487	7.17990909	9.339850003	9.948367232	7.055282436	7.787902559	7.339850003	7.108524457	8.257387843	6.807354922
WDR59	10.11504365	11.44242519	10.16616308	10.37068741	10.06069593	10.27844946	9.914385132	10.73640193	10.29691621	10.10983065	11.12799432	10.83762793	10.71080643	10.90538701	10.48582931	9.837627933	10.28886607	10.39660478	9.843921051	10.7903485
MON1B	10.68650053	11.78953364	10.7968508	10.35093918	9.758223215	10.91064273	10.56890615	11.67904019	11.02721489	10.08480839	11.38370429	11.36577564	10.84862294	11.57931594	10.53332973	10.31174832	10.64655871	11.54930337	10.52160044	10.69348696
CMC2	8.442943496	9.019590728	8.027905997	9.257387843	9.20701432	8.247927513	8.566054038	8.54303182	8.027905997	8.495855027	9.092757141	10.57364719	9.601770788	10.65284497	9.627533884	9.144658243	8.618385502	8.330916878	9.011227255	9.11113567
AXIN1	10.68474862	10.50183718	11.81738343	11.9690267	11.77231457	11.29920802	11.53235593	11.60362634	11.0721326	12.0721326	10.32755264	11.65060302	11.26795708	11.55362929	11.57506646	11.75905594	12.0101784	10.86418614	10.7984718	12.27670602
HCFC1R1	10.70303839	10.91960824	10.73470962	12.46071185	13.07079181	11.66888498	12.01471793	11.00492268	11.42311591	11.61240779	10.17367714	11.9225844	10.47876962	10.96650545	11.36905201	11.96253456	11.71295682	10.49485558	10.32867493	11.8372337
NPRL3	10.96072599	11.2772874	10.82336724	11.92999806	11.79482197	11.37991982	11.37395266	11.22941969	11.11048331	11.6926155	11.72024426	12.57506646	10.90463462	11.41256985	11.49785184	12.08015131	12.63549141	10.77971936	10.86418614	12.02132703
MLYCD	8.939579214	9.447083226	9.167418146	9.411510988	8.357552005	9.030667136	8.857980995	10.02097994	9.342074668	8.787902559	9.982993575	10.11894107	8.861086906	10.29347165	8.900866808	9.355351096	8.370687407	9.696967526	8.262094845	9.638435914
MPG	9.689997971	9.079484784	10.02652344	11.33371443	10.24436384	9.640244936	10.10590851	9.695228291	9.915879379	9.878050913	8.791162889	11.02375435	9.579315938	10.69696753	9.381542951	10.22037833	10.43671154	9.312882955	8.204571144	10.76321237
NECAB2	5.247927513	4	5.247927513	3.807354922	4	3.169925001	4.321928095	4.857980995	5.906890596	3.169925001	3.807354922	6.189824559	5.426264755	4	3.321928095	4.321928095	3.169925001	1	4.321928095	6.357552005
HSDL1	10.37612539	11.28944258	10.12023788	10.37829486	9.659995892	9.759888183	10.60177079	9.828136484	10	10.8587581	11.91774501	12.24644372	10.90086681	11.7477734	11.31174832	11.66044165	10.63934071	10.68825031	9.981567282	10.31854281
TAF1C	9.556506055	10.57080444	10.73640193	10.42940674	9.409390936	10.11504365	9.807354922	9.714245518	10.65194861	10.02513956	10.42311591	11.01262454	10.9225844	11.51422091	9.97441459	9.710806434	9.672425342	9.62388149	10.21067134	11.77725532
NAGPA	8.74819285	8.62935662	9.252665432	10.8963324	10.45429929	8.988684687	8.927777962	10.48582931	9.415741768	9.505811554	8.550746785	10.17242751	9.209453366	10.33539035	9.187352073	9.392317423	10.07012094	9.019590728	8.294620749	10.52747701
WFDC1	7.033423002	4.906890596	6.108524457	5.95419631	7.266786541	5.357552005	5.672425342	5.727920455	5.807354922	5.977279923	4.807354922	6.022367813	7.87036472	6.14974712	7.044394119	8.832890014	5	6.426264755	6.087462841	5.672425342
SEC14L5	1	4.523561956	5.614709844	4.087462841	4.523561956	4.523561956	5.781359714	8.73809226	3.700439718	3.169925001	1.584962501	3.700439718	2.807354922	6.14974712	5.357552005	3.169925001	3.169925001	6.977279923	5	3.700439718
COTL1	11.48532619	12.81137469	11.94580958	13.00877875	13.00597536	13.39446269	11.27786855	10.45429929	12.90199819	12.36604895	11.03273453	11.99859043	12.54665335	10.45943162	12.35920049	10.65284497	12.40700215	12.28135051	12.37558251	13.16537811
USP10	12.03101191	12.59875041	11.45738088	10.97727992	11.14720492	11.77478706	11.39874369	11.38640142	11.61010206	11.73089465	12.81618368	12.3586512	12.46505617	12.59944798	12.35672706	11.4419067	12.38613194	12.00877875	11.48582931	11.54109662
CRISPLD2	11.59898297	12.07179752	12.56104923	10.19967234	11.49785184	13.53065018	12.12928302	11.669328	13.23795681	11.52160044	12.39473063	10.47876962	10.99223026	9.324180547	11.28655776	10.96217303	10.36522885	11.68868742	11.82615121	10.82654849
TSC2	11.40087944	11.99223026	12.18735207	12.67463366	12.277578	12.55362929	12.04984855	12.82595254	12.3984765	12.31995431	11.96506276	11.55410915	12.02375435	11.83011903	12.17148958	12.39820926	12.66511381	12.09143539	11.86418614	12.62182295
ZNF500	9.921840937	9.571752644	9.727920455	10.72792045	9.836050355	10.08214904	9.668884984	10.24079133	9.971543554	10.22158712	10.26678654	10.31967212	9.409390936	10.28424575	9.749869427	10.20945337	10.44811631	9.445014846	9.221587121	10.25029842
NME4	12.20792945	12.05120894	12.20151134	13.4621188	14.0313566	12.40087944	13.1223427	12.87709238	12.34568245	13.62216624	11.60177079	13.54773804	12.14974712	12.58965115	12.72344764	12.90726625	12.67021364	11.16239133	11.34651373	13.41930186
ABCC1	11.37449615	11.44397954	11.44553222	11.03754695	11.48582931	11.90425828	11.48431942	12.10000522	11.4419067	11.42678889	9.50779464	11.87805091	11.65060302	10.51865316	12.21219237	11.81698362	12.60200286	12.53040634	11.21006248	11.92555444
NOMO3	8.262094845	8.87958325	4.392317423	6.375039431	5.857980995	7.686500527	7.636624621	10.04165915	8.396604781	6.303780748	8.927777962	9.876516947	6.22881869	8.06608919	9.139551352	9.862637358	9.693486957	8.77807713	7.592457037	8.317412614
LMF1	9.294620749	9.661778098	9.73809226	11.30149619	10.42206477	9.672425342	10.83605036	10.35645197	9.73809226	9.709083813	9.967226259	10.18239435	8.764871591	9.394462695	9.566054038	11.34040649	10.52061868	9.579315938	8.744833837	10.26209485
FOXF1	5.426264755	5.930737338	6.266786541	4.700439718	5.584962501	4.392317423	3.906890596	4.523561956	5.584962501	3.700439718	2.584962501	5.247927513	4.247927513	3	3.700439718	5.491853096	5.64385619	3.700439718	5.392317423	3.700439718
CIAO3	9.661778098	9.390168956	10.34207467	12.01506653	11.45378506	9.434628228	11.1234748	10.64565843	10.2772874	10.6635581	9.744833837	11.04028972	10.4325419	11.20945337	10.90989308	10.68999797	11.28828934	10.03479896	9.243173983	11.49835061
MTHFSD	8.710806434	9.853309555	9.681238412	9.93516505	9.523561956	9.442943496	9.142107057	8.596189756	9.271463028	8.900866808	9.614709844	10.43045255	10.00562455	10.85252951	9.607330314	9.296916207	8.97441459	9.303780748	8.54689446	9.941047606
CLCN7	10.87498135	11.17305246	11.55458885	12.07380685	10.70390357	11.78340754	11.79887677	12.34318572	11.78953364	11.57364719	11.6635581	10.93147623	11.52649924	11.32136443	11.42048661	11.73047014	11.96974625	11.73640193	10.46760555	12.0721326
HAGHL	8.696967526	4.64385619	8.751544059	10.6926155	10.5849625	8.982993575	10.67771964	8.794415866	8.335390355	8.933690655	7.531381461	11.00842862	7.562242424	10.30492167	9.409390936	10.43567026	9.428360173	8.784634846	7.400879436	11.14465824
ANTKMT	9.126704473	8.184875343	9.403012024	11.3553511	9.818582177	8.84862294	9.837627933	8.647458426	8.933690655	8.607330314	7.375039431	11.32755264	8.618385502	9.856425529	8.665335917	10.40514146	9.977279923	9.214319121	8.022367813	10.91288934
SLC7A5	9.794415866	11.36358725	11.32249154	11.78463485	11.92740761	10.9403136	9.797661526	12.45378506	10.54012804	9.071462363	11.35920049	13.85223688	13.17757526	14.26598124	13.12654316	12.40567333	11.43567026	11.46403515	11.73259144	12.64835758
METRN	9.019590728	9.11113567	10.87498135	12.32671036	12.86011703	10.66799854	12.46122363	11.76983784	11.06204614	10.13570929	8.894817763	12.63231366	10.0768156	11.44914865	9.736401931	10.90839262	11.89973454	10.89330153	7.17990909	12.35974956
FBXO31	9.743151394	10.88111396	10.92407019	10.41679753	10.37829486	10.53235593	10.22761594	10.09143539	10.64655871	9.861086906	10.92035286	10.87651695	10.24317398	10.79360331	10.2467406	9.861086906	10.10197567	10.2911707	9.958552715	10.54785851
STUB1	9.77478706	9.105908509	10.19967234	11.29404631	9.751544059	9.729620744	10.60269887	9.914385132	10.14974712	9.95419631	8.997179481	10.97226185	9.48984796	10.28771238	10.28308835	10.6635581	11.05460432	9.789533645	9.01402047	11.46352437
RHBDL1	8.357552005	5.672425342	6.247927513	10.16364968	9.586839788	5.459431619	9.238404739	5.882643049	6.918863237	7.845490051	5	7.906890596	7.74819285	8.038918989	4.700439718	8.154818109	9.556506055	6.303780748	5.129283017	8.092757141
NUBP1	9.231221181	8.154818109	8.668884984	9.477758266	9.005624549	8.95419631	9.108524457	9.554588852	8.661778098	8.897845456	8.810571635	8.957102042	8.873444113	9.647458426	9.184875343	8.888743249	9.965784285	8.861086906	8.184875343	9.37721053
UBE2I	11.67375074	11.66666784	11.85213933	12.47116713	13.07280253	11.91923579	12.19506456	11.72152646	11.68035952	12.73174329	11.87690059	12.82853321	11.62707784	11.86920825	12.23361968	12.32895536	11.74399286	11.35645197	11.49635449	12.86186234
ZP2	1	0	1	0	0	0	0	1	1.584962501	0	0	0	0	1.584962501	1.584962501	0	0	0	0	0
MEFV	4	5.523561956	4.906890596	4.321928095	3.584962501	5.285402219	4.754887502	4.247927513	4.857980995	4.459431619	4.906890596	5.64385619	3.321928095	4.906890596	5.930737338	1.584962501	5.614709844	5.321928095	4.087462841	3.700439718
CRYM	6.06608919	4.169925001	5.672425342	5.169925001	3.459431619	4.459431619	7.721099189	6.321928095	5.930737338	4.321928095	2.807354922	2.321928095	8.262094845	5.584962501	7.294620749	6.303780748	1.584962501	4.459431619	1.584962501	6.894817763
EEF2K	11.52307183	12.00035218	11.79522797	11.54978467	11.66578003	11.62113611	12.08015131	11.78463485	11.90576305	12.15703107	10.99435344	11.46403515	10.41045135	12.91606605	11.91699905	12.34734454	12.73259144	11.47218312	10.85720347	11.30720081
CAPN15	10.33427329	10.23959853	10.92407019	11.3089078	10.64475759	11.0986901	10.80735492	10.44914865	10.82813648	10.22761594	9.457380879	11.2974895	10.40832974	10.97727992	10.29462075	11.32080055	11.22098285	10.19352536	10.53235593	12.41811614
PIEZO1	11.52503135	13.37558251	13.38370429	11.81177606	11.94763694	12.55842071	11.92072502	12.03720374	13.06069593	11.64970527	12.12767197	13.32361776	12.11829223	14.51489894	11.46301341	11.75739001	11.30947635	12.09440763	12.09440763	13.00492268
GSPT1	13.52906447	13.93691394	13.35190544	13.35328469	13.11601899	13.56664869	13.67187273	13.83979429	13.2848241	13.56033283	13.52906447	13.91466542	12.61608931	13.58766033	13.94590101	14.05120894	14.43371583	13.58766033	12.43593065	13.39446269
ZNF174	8.900866808	8.933690655	8.710806434	9.8008999	9.192292814	9.052568051	10.07414146	9.285402219	8.751544059	10.027906	9.312882955	9.700439718	9.01402047	9.945443836	9.257387843	10.23242093	9.796039609	9.192292814	7.665335917	9.087462841
CLUAP1	9.719388821	9.686500527	9.364134655	10.50481899	11.30092449	10.12928302	10.39981196	10.55362929	9.388017285	10.78053977	10.49585503	10.79116289	10.2467406	10.16113188	10.42206477	10.48381578	11.42731284	10.1711768	8.754887502	10.01541505
UBFD1	12.0877943	12.21916852	12.07848442	11.58918297	12.25000227	12.75175325	12.4926043	12.34845154	12.08447624	12.52209107	12.4926043	12.44320258	11.66755511	11.67375074	12.37693932	12.61010206	13.21036695	12.2511865	11.75988818	11.84117119
PRSS33	1	1.584962501	0	0	1	0	0	0	1	2	1	0	3.584962501	1.584962501	1	1	1	0	1	0
